index	table_id	annotator_id	premise	hypothesis	label 
6953	T1115	GW40	to be or not to be	Bringing It All Back Home was released six months after it was recorded.	2
6954	T1115	GW22	to be or not to be	"Album ""Bringing It All Back Home"" was released on March 22, 1965 having a length of 47:21."	0
6955	T1115	GW22	to be or not to be	Columbia is the sole label of Bringing It All Back Home.	1
6956	T1115	GW22	to be or not to be	Bringing It All Back Home was recorded in 1964 in Columbia Studio C.	2
6957	T1115	GW73	to be or not to be	the release day	0
6958	T1115	GW73	to be or not to be	the recording studio	1
6959	T1115	GW73	to be or not to be	the genre	2
6960	T1115	GW17	to be or not to be	Bringing It All Back Home was released in March.	0
6961	T1115	GW17	to be or not to be	Bringing It All Back Home was a best seller for the year 1965.	1
6962	T1115	GW17	to be or not to be	Bringing It All Back Home was a rap album.	2
6963	T1116	GW22	to be or not to be	HMCS Warrior was built by Harland and Wolff and was commissioned on 2 April 1945 and decommissioned on 23 March 1948 Royal Canadian Navy.	0
6964	T1116	GW22	to be or not to be	The highest speed of HMCS Warrior is 25 knots and its highest range is12,000 nmi (22,224 km).	1
6965	T1116	GW22	to be or not to be	HMS Warrior was sold to Argentina in 1959 and was scrapped in Argentina in 1970.	2
6966	T1116	GW72	to be or not to be	HMS Warrior was in service for two years	0
6967	T1116	GW72	to be or not to be	HMS Warrior was stationed in the South Pacific	1
6968	T1116	GW72	to be or not to be	HMS Warrior is a submarine	2
6969	T1116	GW6	to be or not to be	The HMS Warrior was commissioned less than a year after it was launched.	0
6970	T1116	GW6	to be or not to be	Harland and Wolff only built Colossus-class aircraft carriers.	1
6971	T1116	GW6	to be or not to be	The HMS Warrior was commissioned for 25 straight years.	2
6972	T1117	GW27	to be or not to be	Shad Gregory Moss has also been known as Lil' Bow Wow.	0
6973	T1117	GW27	to be or not to be	Bow Wow still lives in the city of his birth.	1
6974	T1117	GW27	to be or not to be	Bow Wow has been on more labels than he has associated acts.	2
6975	T1117	GW4	to be or not to be	The artist Bow Wow is over thirty years old.	0
6976	T1117	GW4	to be or not to be	The artist Bow Wow has performed live with T-Pain.	1
6977	T1117	GW4	to be or not to be	The artist Bow Wow has only been performing for the past ten years.	2
6978	T1117	GW6	to be or not to be	The artist born Shad Gregory Moss began his career at age 6.	0
6979	T1117	GW6	to be or not to be	"Lil' Bow Wow dropped the ""Lil'"" from his name when he turned 30."	1
6980	T1117	GW6	to be or not to be	Bow Wow is from a majority French-speaking country.	2
6981	T1118	GW35	to be or not to be	Epilepsy Outlook is located in Europe.	0
6982	T1118	GW35	to be or not to be	Epilepsy Outlook provides awareness training only for British citizens.	1
6983	T1118	GW35	to be or not to be	The number of employees of Epilepsy Outlook is more than the volunteers.	2
6984	T1118	GW22	to be or not to be	Epilepsy Outlook is a charitable organization and Support group founded in July 1, 1987 by Jill Kitchen.	0
6985	T1118	GW22	to be or not to be	Epilepsy Outlook serves only in Hartlepool, Redcar and Cleveland areas.	1
6986	T1118	GW22	to be or not to be	Epilepsy Outlook had more than 100 volunteers (2012-13).	2
6987	T1118	GW28	to be or not to be	Epilepsy Outlook is a British charitable group.	0
6988	T1118	GW28	to be or not to be	Epilepsy Outlook relies on hundreds of volunteers.	1
6989	T1118	GW28	to be or not to be	Epilepsy Outlook funds their operations through charitable donations.	2
6990	T1119	GW72	to be or not to be	Burzum was active since 1991	0
6991	T1119	GW72	to be or not to be	Burzum is best known for the dark ambient genre	1
6992	T1119	GW72	to be or not to be	Burzum is still active	2
6993	T1119	GW4	to be or not to be	Burzum had a ten year hiatus.	0
6994	T1119	GW4	to be or not to be	Burzum has won awards for their albums.	1
6995	T1119	GW4	to be or not to be	The band Burzum has only been with one label their whole life.	2
6996	T1119	GW28	to be or not to be	Burzum is a European music group.	0
6997	T1119	GW28	to be or not to be	Burzum has won many awards for their music.	1
6998	T1119	GW28	to be or not to be	Burzum has performed continuously since their debut.	2
6999	T1120	GW27	to be or not to be	VIVA lasted from 1993 to 2018.	0
7000	T1120	GW27	to be or not to be	VIVA was Viacom's first station in Germany.	1
7001	T1120	GW27	to be or not to be	VIVA's home country and broadcast area were different.	2
7002	T1120	GW52	to be or not to be	VIVA just recently closed.	0
7003	T1120	GW52	to be or not to be	VIVA had a large market share in its heyday.	1
7004	T1120	GW52	to be or not to be	VIVA laid down headquarters in USA.	2
7005	T1120	GW22	to be or not to be	Viva was launched on 1 December 1993, closed on 31 December 2018 and it was owned by Viacom International Media Networks Europe.	0
7006	T1120	GW22	to be or not to be	Viva was a German free-to-air music television channel broadcast-ed only in Germany.	1
7007	T1120	GW22	to be or not to be	Viva was hardhearted in Berlin, Germany and had no sister channels.	2
7008	T1121	GW35	to be or not to be	Brenda Song doesn't have any children.	0
7009	T1121	GW35	to be or not to be	Brenda Song completed her post graduation from University of California, Berkeley.	1
7010	T1121	GW35	to be or not to be	Macaulay Culkin is the father of Brenda Song.	2
7011	T1121	GW17	to be or not to be	Brenda Song was born in California.	0
7012	T1121	GW17	to be or not to be	Brenda Song won an Oscar.	1
7013	T1121	GW17	to be or not to be	Brenda Song went to Harvard.	2
7014	T1121	GW0	to be or not to be	Brenda Song resides on the west coast of the U.S..	0
7015	T1121	GW0	to be or not to be	Brenda Song has been acting in films since she was three years old.	1
7016	T1121	GW0	to be or not to be	Brenda Song and Macaulay Culkin have been married for over five years.	2
7017	T1122	GW27	to be or not to be	Charles Quinton Murphy was born in Brooklyn.	0
7018	T1122	GW27	to be or not to be	All of Charles Quinton Murphy's children were born to Tisha Taylor.	1
7019	T1122	GW27	to be or not to be	Charles Quinton Murphy was born and died in different cities.c	2
7020	T1122	GW74	to be or not to be	Charlie Murphy's career began about 21 years after he was born.	0
7021	T1122	GW74	to be or not to be	Charlie Murphy and his wife Trish had 3 children together.	1
7022	T1122	GW74	to be or not to be	Charlie Murphy was married the same year he began his career.	2
7023	T1122	GW28	to be or not to be	Charlie Murphy was an American stand-up comic.	0
7024	T1122	GW28	to be or not to be	Charlie Murphy was married with three sons.	1
7025	T1122	GW28	to be or not to be	Charlie Murphy started his career as a teenager.	2
7026	T1123	GW12	to be or not to be	Breaking Benjamin was active for 11 years before taking a break.	0
7027	T1123	GW12	to be or not to be	Wilkes-Barre, Pennsylvania is where the post-grunge band Breaking Benjamin, originated.	1
7028	T1123	GW12	to be or not to be	Breaking Benjamin is a hard rock band originating in Hollywood.	2
7029	T1123	GW28	to be or not to be	Breaking Benjamin is an American grunge band.	0
7030	T1123	GW28	to be or not to be	Breaking Benjamin is a five-member group of high school friends.	1
7031	T1123	GW28	to be or not to be	Breaking Benjamin has performed continuously for the last two decades.	2
7032	T1123	GW72	to be or not to be	Breaking Benjamin took a break from activity from 2010 to 2014	0
7033	T1123	GW72	to be or not to be	/Breaking Benjamin was originally a alternative metal band	1
7034	T1123	GW72	to be or not to be	Breaking Benjamin are not currently active	2
7035	T1124	GW17	to be or not to be	Brave New World was released in the 21st century.	0
7036	T1124	GW17	to be or not to be	Brave New World was the first heavy metal album released in may 2000.	1
7037	T1124	GW17	to be or not to be	Brave New World was recorded in the summer of 69.	2
7038	T1124	GW72	to be or not to be	Brave New World was released one month after it was recorded	0
7039	T1124	GW72	to be or not to be	EMI produces mainly Heavy metal albums	1
7040	T1124	GW72	to be or not to be	Brave New World was recorded entirely in the year 2000	2
7041	T1124	GW1	to be or not to be	Brave New World was released near the beginning of the 21st century.	0
7042	T1124	GW1	to be or not to be	Steve Harris replaced Kevin Shirley as producer on Brave New World.	1
7043	T1124	GW1	to be or not to be	Brave New World took over two years to record.	2
7044	T1125	GW27	to be or not to be	Sir Charles Wheatstone was born in England and died in France.	0
7045	T1125	GW27	to be or not to be	Sir Charles Wheatstone most known for Wheatstone bridge.	1
7046	T1125	GW27	to be or not to be	Sir Charles Wheatstone studied at more institutions than the nummber of medals he won.	2
7047	T1125	GW68	to be or not to be	Sir Charles Wheatstone died in a different country than he was born in.	0
7048	T1125	GW68	to be or not to be	He had two children born one year apart.	1
7049	T1125	GW68	to be or not to be	He won the Copley Medal before winning the Royal Medal.	2
7050	T1125	GW22	to be or not to be	Sir Charles Wheatstone was born on 6 February 1802 in Barnwood, Gloucestershire, England and died on 19 October 1875 in Paris, France.	0
7051	T1125	GW22	to be or not to be	Sir Charles Wheatstone received three medals only during his lifetime.	1
7052	T1125	GW22	to be or not to be	Sir Charles Wheatstone spent most of his life in Paris, France.	2
7053	T1126	GW22	to be or not to be	Georgia State University was established in 1913 and is situated in Atlanta, Georgia.	0
7054	T1126	GW22	to be or not to be	The signal is the newspaper published by the Georgia State University and is a daily newspaper.	1
7055	T1126	GW22	to be or not to be	Georgia State University's administrative staff is more than the academic staff.	2
7056	T1126	GW1	to be or not to be	The budget of Georgia State University is over 1 billion dollars a year.	0
7057	T1126	GW1	to be or not to be	Risa Palm will take over as President of Georgia State University, if Mark P. Becker ever retires.	1
7058	T1126	GW1	to be or not to be	Georgia State University has only had 3 name changes in it's history.	2
7059	T1126	GW6	to be or not to be	At least one school in the University System of Georgia was established over a century ago.	0
7060	T1126	GW6	to be or not to be	Georgia State University is the largest school in the University System of Georgia.	1
7061	T1126	GW6	to be or not to be	The mascot of Georgia State University is not the same color as any of the school's official colors.	2
7062	T1127	GW35	to be or not to be	World War II was fought for more than 2000 days.	0
7063	T1127	GW35	to be or not to be	The League of Nations was dissolved by Germany.	1
7064	T1127	GW35	to be or not to be	The civilian casualties were more than the military casualties.for the Axis powers	2
7065	T1127	GW22	to be or not to be	World War II also known as the Second World War, was a global war that lasted from 1939 to 1945.	0
7066	T1127	GW22	to be or not to be	World War II was only fought between two opposing military alliances: the Allies and the Axis.	1
7067	T1127	GW22	to be or not to be	Allies had less than 15,000,000 military casualties and less than 42,000,000 civilian casualties whereas Axis had over 10,000,000 military casualties and over 5,000,000 civilian casualties.	2
7068	T1127	GW17	to be or not to be	World War II took place in the 20th century.	0
7069	T1127	GW17	to be or not to be	World War II was the deadliest war of the 20th century.	1
7070	T1127	GW17	to be or not to be	World War II was won by Germany.	2
7071	T1128	GW40	to be or not to be	will.i.am was an executive producer on the album Britney Jean.	0
7072	T1128	GW40	to be or not to be	Britney Jean was released before the Black Friday holiday weekend.	1
7073	T1128	GW40	to be or not to be	Britney Jean was recorded a year before it was released.	2
7074	T1128	GW22	to be or not to be	Britney Jean is a music album released on November 29, 2013 and recorded during MayÐOctober 2013.	0
7075	T1128	GW22	to be or not to be	Britney Jean incorporate pop and EDM genre.	1
7076	T1128	GW22	to be or not to be	The length of Britney Jean is 40:00.	2
7077	T1128	GW4	to be or not to be	Britney Jean took five years to record.	0
7078	T1128	GW4	to be or not to be	The album Britney Jean has won several awards.	1
7079	T1128	GW4	to be or not to be	The album Britney Jean was produced by three people	2
7080	T1129	GW4	to be or not to be	The Mars Orbiter Mission lasted longer than was planned.	0
